subject,rt,correct,jitter,noise,n200trialerp_c1r,n200trialerplat_c1r,p200trialerp_c1n,p200trialerplat_c1n,goodtrials
6,1,455,60,0.3,-89.1469110343156,174.390625,64.7234858991411,225.171875,1
6,1,424,60,0.3,-99.6461713373676,204.6640625,64.2271659507725,218.3359375,1
6,1,538,80,0.6,-38.9174265412135,152.90625,100.143275735386,233.9609375,1
6,1,498,60,0.6,-45.0658762876829,274.9765625,76.9197382563758,222.2421875,1
6,1,929,80,0.3,-110.930564452787,183.1796875,64.4307070961086,232.984375,1
6,1,720,70,0.45,-68.6738254941195,180.25,80.9781003901695,215.40625,1
6,1,509,60,0.45,-65.9640806902814,179.2734375,85.5102653878628,247.6328125,1
6,1,426,70,0.3,-61.9438713462418,183.1796875,17.0999877302361,232.984375,1
6,1,462,60,0.45,-94.8577294109106,179.2734375,66.8795581722816,235.9140625,1
6,1,544,80,0.45,-49.3154945008441,242.75,45.7665260260764,274.9765625,1
6,1,457,80,0.3,-82.4190850780284,190.015625,74.37331692386,224.1953125,1
6,0,679,80,0.3,-95.3246065838757,156.8125,75.5617382663368,230.0546875,1
6,0,704,80,0.3,-104.895990933907,180.25,65.6591446494253,221.265625,1
6,1,748,60,0.6,-35.7782275640907,151.9296875,92.2345602505431,229.078125,1
6,1,543,60,0.45,-103.124579114496,187.0859375,70.3644335536479,230.0546875,1
6,1,493,60,0.45,-64.359066790993,184.15625,66.3737654421876,226.1484375,1
6,1,721,70,0.3,-75.5424501469006,174.390625,76.8113142228875,254.46875,1
6,1,589,60,0.3,-102.976862448356,186.109375,75.4098672665094,259.3515625,1
6,1,705,80,0.6,-75.5677291282181,174.390625,58.1947245506684,232.0078125,1
6,1,425,60,0.3,-94.9721541218436,176.34375,95.3774341050986,215.40625,1
6,1,511,80,0.3,-69.1574351397672,183.1796875,68.8084013255475,245.6796875,1
6,1,467,60,0.3,-77.5231438993486,204.6640625,63.4811783644466,238.84375,1
6,0,718,80,0.6,-75.4667542925626,154.859375,74.3839981151025,249.5859375,1
6,0,644,80,0.45,-76.0394986538392,188.0625,83.4549082547711,233.9609375,1
6,1,624,70,0.3,-66.2091172636595,195.875,61.162716291612,236.890625,1
6,1,535,60,0.6,-85.4371433762671,169.5078125,109.390748960919,230.0546875,1
6,1,510,80,0.3,-108.985026612373,168.53125,68.0790499626241,257.3984375,1
6,1,477,80,0.3,-51.4782227687399,198.8046875,106.915051231232,232.984375,1
6,1,610,70,0.3,-108.208186424384,175.3671875,84.159170936101,234.9375,1
6,1,529,60,0.45,-41.5243995727543,167.5546875,68.8186762903368,216.3828125,1
6,1,677,70,0.6,-37.8809535821353,254.46875,84.928193538857,250.5625,1
6,1,677,80,0.6,-76.8182082693278,172.4375,21.7109547690932,216.3828125,1
6,0,666,80,0.6,-50.5660211565636,181.2265625,120.513596560532,219.3125,1
6,1,702,60,0.6,-39.2074351978091,274.9765625,88.0964055802256,221.265625,1
6,1,574,60,0.6,-41.3761510563758,179.2734375,45.1388036587713,249.5859375,1
6,1,453,60,0.3,-67.190616808242,196.8515625,62.7937893324978,217.359375,1
6,1,627,80,0.6,-46.0947801046416,180.25,105.477522596051,222.2421875,1
6,1,593,80,0.45,-104.041403609168,232.0078125,94.2760396234862,234.9375,1
6,1,477,70,0.3,-90.7912098921536,179.2734375,67.6873898294215,236.890625,1
6,1,463,60,0.45,-77.4874114960169,204.6640625,74.9158935379269,227.125,1
6,1,896,70,0.6,-36.0341059467566,186.109375,74.0760416326241,224.1953125,1
6,1,738,60,0.3,-75.3082760682076,179.2734375,37.83821242692,201.734375,1
6,1,472,60,0.45,-82.83561535694,249.5859375,32.8218130455683,190.015625,1
6,1,433,80,0.45,-58.6926727337594,192.9453125,94.8269091075701,211.5,1
6,1,417,70,0.3,-80.1161693230338,187.0859375,71.2973052850182,210.5234375,1
6,1,553,80,0.45,-55.8749952420122,186.109375,38.0785495511577,225.171875,1
6,1,492,70,0.45,-73.4063360805201,182.203125,33.6157113343772,232.0078125,1
6,1,668,80,0.6,-24.7285426302274,265.2109375,50.7915519528302,193.921875,1
6,1,512,70,0.3,-116.214726361212,184.15625,56.2284925261452,211.5,1
6,1,479,70,0.6,-42.1149692177975,177.3203125,71.5754721806651,230.0546875,1
6,1,622,70,0.6,-60.0146618610548,195.875,59.7505105201131,232.0078125,1
6,1,500,60,0.3,-59.0092834222502,161.6953125,50.9148905958446,209.546875,1
6,1,464,60,0.45,-58.1120548101956,191.96875,57.4793479973387,224.1953125,1
6,1,396,60,0.3,-138.899580549436,162.671875,74.0662059328825,236.890625,1
6,1,438,60,0.45,-37.9868018488638,205.640625,59.7516841905499,235.9140625,1
6,1,429,60,0.3,-103.32055814651,181.2265625,69.0299703690164,270.09375,1
6,1,387,60,0.6,-38.6172357147563,149.9765625,69.1912773157731,220.2890625,1
6,1,416,80,0.45,-69.6088286379464,184.15625,49.9723739628083,243.7265625,1
6,1,563,80,0.6,-45.0869761877428,188.0625,72.3335036420765,221.265625,1
6,1,468,70,0.45,-89.3759151463472,196.8515625,38.9327446192821,237.8671875,1
6,1,379,70,0.45,-60.602806390996,184.15625,49.689916729191,231.03125,1
6,1,921,80,0.6,-39.1968055754227,177.3203125,67.6157750108617,246.65625,1
6,1,535,70,0.6,-62.2057280772718,274,111.202008493026,237.8671875,1
6,1,565,80,0.45,-56.7496145591825,185.1328125,93.6522869372343,221.265625,1
6,1,456,60,0.3,-75.3883418841642,185.1328125,72.8569923268418,225.171875,1
6,1,725,80,0.6,-82.2042520820588,180.25,73.1875431593024,241.7734375,1
6,1,573,80,0.45,-56.6341981952574,183.1796875,96.9617995634116,227.125,1
6,1,519,70,0.6,-44.1579848114978,194.8984375,54.685880378997,237.8671875,1
6,1,495,70,0.3,-90.3001909884076,208.5703125,57.8198204664493,249.5859375,1
6,1,475,80,0.3,-75.5217171438127,192.9453125,82.0069870992236,227.125,1
6,1,483,70,0.3,-62.272653402281,174.390625,65.2466117044006,226.1484375,1
6,1,587,80,0.45,-59.3325745618759,201.734375,77.5719495087325,207.59375,1
6,1,594,80,0.3,-56.8923236292795,170.484375,60.4296096988316,247.6328125,1
6,1,571,80,0.45,-87.424236588599,195.875,61.8135857800393,243.7265625,1
6,1,430,60,0.45,-57.2407940653581,180.25,82.4668059359901,231.03125,1
6,1,546,70,0.3,-33.1229200939583,190.015625,70.6842941598193,235.9140625,1
6,1,630,70,0.45,-25.7781791368154,246.65625,76.323799921482,243.7265625,1
6,1,553,80,0.6,-20.1745389924286,176.34375,50.238795329608,182.203125,1
6,1,484,60,0.45,-60.9913362399449,208.5703125,42.5501497859251,243.7265625,1
6,1,519,70,0.6,-38.8441594131827,149.9765625,57.0764309276034,237.8671875,1
6,1,392,70,0.3,-96.9343903648238,184.15625,57.0896893530217,235.9140625,1
6,1,533,70,0.3,-45.7188199944393,207.59375,71.3967569645231,228.1015625,1
6,1,785,60,0.6,-37.4823497527406,239.8203125,63.4223309834024,238.84375,1
6,1,601,70,0.6,-51.6773080376396,274.9765625,44.854167494028,224.1953125,1
6,1,449,80,0.3,-57.4389174009098,176.34375,41.3774636511018,183.1796875,1
6,1,465,70,0.6,-78.7974168646075,272.046875,54.1546754125799,220.2890625,1
6,1,544,80,0.6,-70.6549075911193,191.96875,69.9477765568365,218.3359375,1
6,1,363,80,0.3,-87.6286772173528,184.15625,46.2408800446048,234.9375,1
6,1,404,80,0.3,-77.8436435872598,157.7890625,34.4955913751258,221.265625,1
6,1,459,80,0.45,-51.6594421059967,216.3828125,35.0396994496014,234.9375,1
6,1,534,80,0.6,-41.8173832882036,270.09375,116.582385787284,228.1015625,1
6,1,378,60,0.3,-89.7280964892738,184.15625,50.9948455886989,236.890625,1
6,1,343,70,0.6,-70.7965751948737,188.0625,106.984389386649,201.734375,0
6,1,437,80,0.6,-73.6243413798917,193.921875,44.4546830675486,242.75,1
6,1,405,70,0.45,-58.5219269317693,196.8515625,95.054541931383,232.0078125,1
6,1,493,80,0.45,-63.1940576587153,197.828125,56.8676930355336,249.5859375,1
6,1,480,80,0.45,-50.9333676593839,198.8046875,63.9285049145133,227.125,1
6,1,500,80,0.3,-69.9529157505844,201.734375,67.1159809740182,222.2421875,1
6,1,378,70,0.6,-49.4169746872941,164.625,68.4967273875593,230.0546875,1
6,1,449,60,0.6,-68.6492610609228,167.5546875,44.3165458358822,236.890625,1
6,1,435,60,0.3,-59.7993136189131,185.1328125,86.8033920505276,239.8203125,1
6,1,408,70,0.6,-48.4522078409461,269.1171875,63.0923123635698,214.4296875,1
6,1,485,60,0.6,-71.7840405189354,181.2265625,68.8312101781257,204.6640625,1
6,1,461,60,0.3,-29.3178685027783,241.7734375,48.4985597985065,243.7265625,1
6,1,406,80,0.45,-78.9249243035103,174.390625,74.0921685386534,221.265625,1
6,1,432,80,0.3,-96.5800682866911,175.3671875,68.8060064027803,254.46875,1
6,1,465,80,0.3,-90.3221140789265,173.4140625,36.7072298024922,253.4921875,1
6,1,552,70,0.6,-72.6638151806657,265.2109375,54.8542854534383,213.453125,1
6,1,440,70,0.45,-64.9057255583073,198.8046875,39.416793094284,242.75,1
6,1,441,70,0.6,-84.908268932408,265.2109375,44.7170135967392,181.2265625,1
6,1,516,80,0.3,-68.8953534620224,195.875,33.0771720289124,255.4453125,1
6,1,487,80,0.45,-62.9913567624647,202.7109375,84.2549658813783,238.84375,1
6,1,433,70,0.3,-101.947381413674,176.34375,77.226182814287,221.265625,1
6,1,409,70,0.3,-114.675780183603,182.203125,79.7904224703236,251.5390625,1
6,1,534,70,0.45,-65.8018289697177,274.9765625,66.6433002484319,222.2421875,1
6,1,434,70,0.6,-40.8529211905367,196.8515625,61.587406874847,250.5625,1
6,1,462,80,0.6,-45.9418487722945,263.2578125,88.4156255348131,218.3359375,1
6,1,480,60,0.6,-32.6418725317308,264.234375,75.065696752673,229.078125,1
6,1,495,70,0.45,-93.8258298705601,190.9921875,71.1376465671082,240.796875,1
6,1,400,60,0.3,-108.159795195782,176.34375,74.9297849443851,246.65625,1
6,1,496,70,0.6,-55.7129578439623,181.2265625,96.0991669949624,236.890625,1
6,1,647,80,0.45,-61.2996370167383,174.390625,12.6195061627447,238.84375,1
6,1,417,70,0.45,-59.0355449672119,197.828125,63.920944007187,206.6171875,1
6,1,459,70,0.6,-68.4730921850756,264.234375,69.8226033933129,216.3828125,1
6,1,429,60,0.45,-103.210106306688,205.640625,60.3064756499261,221.265625,1
6,1,438,60,0.45,-38.5774856897556,252.515625,57.0041692859962,245.6796875,1
6,1,619,80,0.3,-66.3941391197431,196.8515625,79.5010147655274,236.890625,1
6,1,539,70,0.3,-95.8453764776884,172.4375,74.46010783632,224.1953125,1
6,1,502,60,0.45,-42.1252216374406,192.9453125,84.6500690274382,236.890625,1
6,1,452,70,0.6,-34.84542068507,255.4453125,121.302867992889,215.40625,1
6,1,477,80,0.3,-48.1486138603668,177.3203125,41.7923018231832,241.7734375,1
6,1,492,60,0.6,-54.7285476615903,188.0625,74.5047603771379,203.6875,1
6,1,463,80,0.6,-41.5308062515267,250.5625,122.632364929355,227.125,1
6,1,402,80,0.6,-56.452408225504,261.3046875,82.3118996560213,212.4765625,1
6,1,495,70,0.6,-49.4775430750305,168.53125,60.5983002951286,234.9375,1
6,1,473,80,0.6,-36.6615399569,274.9765625,61.8520625245994,225.171875,1
6,1,428,70,0.45,-69.6058897421237,196.8515625,46.2230410361949,232.984375,1
6,1,375,80,0.3,-89.2651782480168,176.34375,76.4384970237514,237.8671875,1
6,1,444,80,0.45,-57.0414489908851,180.25,86.5401184602248,229.078125,1
6,1,461,80,0.45,-83.3423092470707,170.484375,83.472658539586,236.890625,1
6,0,763,80,0.6,-66.2874660280109,158.765625,75.9373321899328,217.359375,1
6,1,550,80,0.6,-25.4964584535949,271.0703125,72.7249171723352,222.2421875,1
6,1,490,70,0.45,-66.3575650633016,196.8515625,100.366949588834,231.03125,1
6,1,519,80,0.45,-56.4730932773158,196.8515625,39.8273424947362,232.984375,1
6,1,605,70,0.6,-54.3766937245993,174.390625,114.230581013195,224.1953125,1
6,1,510,60,0.6,-58.0687574276518,256.421875,93.0749987223616,225.171875,1
6,1,520,80,0.6,-94.2168775197638,269.1171875,17.0312437580766,204.6640625,1
6,1,473,70,0.6,-23.2502841575927,187.0859375,57.3139164182291,215.40625,1
6,1,415,70,0.45,-75.2974201922498,198.8046875,44.2344664318861,203.6875,1
6,1,446,60,0.6,-75.0915361683276,266.1875,50.5317082528355,228.1015625,1
6,1,453,60,0.3,-83.8647958194267,185.1328125,57.023139737633,221.265625,1
6,1,480,80,0.6,-54.8486769784874,168.53125,68.7428280847597,167.5546875,1
6,1,482,80,0.6,-52.5334071438445,191.96875,58.6513694061539,225.171875,1
6,1,478,80,0.6,-45.8659695919987,274.9765625,66.5100524725771,245.6796875,1
6,1,456,70,0.45,-112.737593444284,185.1328125,30.5188838683586,229.078125,1
6,1,421,60,0.6,-33.6429943039315,170.484375,94.6856673713299,235.9140625,1
6,1,529,70,0.6,-48.4942325449482,193.921875,94.8079225104304,225.171875,1
6,1,564,80,0.3,-87.9981137634436,204.6640625,44.3464095496501,238.84375,1
6,1,620,80,0.3,-86.3233983166933,178.296875,45.4562416967835,236.890625,1
6,1,564,70,0.6,-33.3053282318969,171.4609375,67.8863919900289,211.5,1
6,1,464,70,0.45,-103.416857513925,237.8671875,80.0761999027816,232.984375,1
6,1,471,80,0.3,-67.7205977060751,182.203125,27.4273737199401,230.0546875,1
6,1,469,60,0.45,-78.3778174435088,192.9453125,13.1402875243806,230.0546875,1
6,1,550,80,0.6,-20.1810947688988,158.765625,45.4825336671235,230.0546875,1
6,1,384,60,0.6,-44.2618213656518,178.296875,86.813530681895,188.0625,1
6,1,390,60,0.3,-86.0024970359179,173.4140625,105.909957595086,233.9609375,1
6,1,491,80,0.3,-94.8396195536515,184.15625,53.5510779056446,232.984375,1
6,1,445,60,0.3,-113.475816110301,178.296875,63.8112527730878,221.265625,1
6,1,448,60,0.6,-61.0884108912654,274.9765625,34.6648344853432,238.84375,1
6,1,489,80,0.3,-78.94306315439,232.0078125,74.0639462237911,240.796875,1
6,1,461,70,0.3,-99.9475673593046,180.25,73.6426603401928,234.9375,1
6,1,439,60,0.3,-58.358760964519,193.921875,36.3675846437812,206.6171875,1
6,1,548,80,0.45,-56.3336844029154,188.0625,55.8209170343492,216.3828125,1
6,1,459,80,0.3,-44.9327956262492,196.8515625,62.7092548962741,226.1484375,1
6,1,605,60,0.6,-42.8916660904388,149.9765625,10.0286152087844,221.265625,1
6,1,405,80,0.3,-85.3265929107231,196.8515625,48.3548418113126,230.0546875,1
6,1,439,80,0.45,-36.1889999354486,190.9921875,77.5514049029211,219.3125,1
6,1,401,70,0.3,-66.6848411954802,177.3203125,63.4107917144842,246.65625,1
6,1,504,80,0.3,-91.5942689247788,176.34375,69.8280233649472,237.8671875,1
6,1,482,70,0.3,-85.6531223914762,171.4609375,43.5703141644653,231.03125,1
6,1,504,60,0.3,-80.2611920198588,190.9921875,27.7041986204821,274.9765625,1
6,1,569,60,0.6,-39.3251456183768,274.9765625,60.3159099340901,208.5703125,1
6,1,444,70,0.3,-75.7535178344921,201.734375,60.4377887234605,220.2890625,1
6,1,652,80,0.6,-32.9975538520903,272.046875,35.3068020805497,195.875,1
6,1,545,80,0.45,-85.0440430646355,267.1640625,40.9167824424338,261.3046875,1
6,1,428,70,0.6,-58.6984570074921,168.53125,99.081091656066,220.2890625,1
6,1,412,80,0.3,-100.583478477641,175.3671875,62.2010898999811,245.6796875,1
6,1,411,60,0.6,-78.6000672149607,267.1640625,55.5616407193056,241.7734375,1
6,1,550,80,0.6,-45.578018050098,159.7421875,114.230085869614,224.1953125,1
6,1,458,70,0.6,-14.4181270762613,149.9765625,86.6803510013007,244.703125,1
6,1,501,60,0.45,-69.6116484330024,216.3828125,72.6164021203236,200.7578125,1
6,1,477,60,0.3,-64.7326351604727,209.546875,59.6362840081189,222.2421875,1
6,1,490,60,0.45,-45.6775287039958,220.2890625,88.9758667316857,231.03125,1
6,1,485,80,0.45,-27.1394654720154,274.9765625,96.2940065034334,260.328125,1
6,1,455,80,0.45,-64.1587230624942,150.953125,53.1129943623833,235.9140625,1
6,1,529,60,0.6,-64.1676428832699,271.0703125,65.7159913433832,230.0546875,1
6,1,456,80,0.3,-68.1214593329825,197.828125,32.4593991893314,235.9140625,1
6,1,437,70,0.3,-34.1414823563733,167.5546875,82.3460818190163,215.40625,1
6,1,498,80,0.6,-65.1162327213153,253.4921875,131.437313373012,220.2890625,1
6,1,690,80,0.45,-32.1607323122197,167.5546875,73.6161236386688,227.125,1
6,1,447,60,0.6,-58.1098629296008,185.1328125,50.5921656532218,183.1796875,1
6,1,453,80,0.3,-51.2654725782225,186.109375,68.3789000119412,238.84375,1
6,1,410,60,0.45,-50.3559939777545,222.2421875,47.8603264574253,230.0546875,1
6,1,519,70,0.6,-85.3362309294875,216.3828125,106.876320301437,240.796875,1
6,1,511,80,0.45,-60.7124616824841,208.5703125,70.8349317024075,218.3359375,1
6,1,503,80,0.45,-50.1581142426825,253.4921875,68.1475581696586,233.9609375,1
6,1,483,80,0.6,-44.7874142451644,191.96875,65.7433098306086,232.984375,1
6,1,617,80,0.6,-34.2367875718878,202.7109375,28.8955096525315,203.6875,1
6,1,530,70,0.3,-77.8099783827403,181.2265625,90.7196982616837,236.890625,1
6,1,470,80,0.3,-82.0962477512018,173.4140625,68.3465613546457,187.0859375,1
6,1,427,60,0.3,-81.3346695175947,185.1328125,60.2981746834148,256.421875,1
6,1,504,80,0.45,-53.8490745152452,212.4765625,94.471430960158,236.890625,1
6,1,402,60,0.3,-108.400085673109,184.15625,31.0591868006816,252.515625,1
6,1,377,60,0.6,-49.4914025432003,192.9453125,82.9847020321297,230.0546875,1
6,1,476,60,0.6,-111.679700920195,162.671875,47.4187140989709,234.9375,1
6,1,421,60,0.6,-36.1812420858792,180.25,38.1534864827185,149.9765625,1
6,1,398,60,0.6,-52.8264690534897,169.5078125,20.6732196908665,237.8671875,1
6,1,418,80,0.6,-46.1526182807778,206.6171875,55.69877649715,205.640625,1
6,1,592,80,0.3,-106.340639473272,175.3671875,58.4225717079106,230.0546875,1
6,1,502,80,0.6,-0,149.9765625,0,149.9765625,0
6,1,428,70,0.6,-9.60119227497865,190.015625,54.8599122202562,226.1484375,1
6,1,516,70,0.45,-83.0967437037318,198.8046875,48.9984592190963,198.8046875,1
6,1,410,80,0.3,-120.867184278825,173.4140625,44.4502706977037,222.2421875,1
6,1,378,80,0.3,-95.7569670775666,177.3203125,67.9690430563928,239.8203125,1
6,1,380,60,0.3,-67.9752515775194,197.828125,65.2623677892592,234.9375,1
6,1,635,80,0.45,-82.8829211424542,191.96875,72.9248448442961,225.171875,1
6,1,443,60,0.6,-39.5118318359551,170.484375,86.5406296891994,216.3828125,1
6,1,458,60,0.6,-60.659815290749,256.421875,79.7549731096173,216.3828125,1
6,1,410,60,0.3,-74.5455179140302,192.9453125,126.715438299707,237.8671875,1
6,1,530,80,0.6,-44.2312139126124,173.4140625,61.1314614620543,190.015625,1
6,1,573,70,0.6,-72.8600860322675,192.9453125,55.9146609473122,224.1953125,1
6,1,406,80,0.3,-112.483072540344,181.2265625,50.3595368685943,239.8203125,1
6,1,634,60,0.6,-54.9281683722926,184.15625,74.8746123519407,234.9375,1
6,1,452,60,0.45,-67.0234065604567,189.0390625,63.3619689313222,196.8515625,1
6,1,397,70,0.3,-61.6817481401478,186.109375,16.8827291771279,215.40625,1
6,1,453,60,0.3,-48.3245697835507,204.6640625,52.7507138230386,222.2421875,1
6,1,489,60,0.6,-61.3609302258102,161.6953125,101.642131327822,209.546875,1
6,1,559,60,0.6,-76.573578988654,188.0625,46.2352057168636,238.84375,1
6,1,559,70,0.6,-71.260705564686,158.765625,39.3635406400882,234.9375,1
6,1,692,60,0.3,-105.429040243857,185.1328125,56.2615582465737,249.5859375,1
6,1,403,80,0.3,-99.6024375750938,178.296875,94.6272014883333,245.6796875,1
6,1,527,80,0.45,-64.821314909076,174.390625,54.4075118922154,207.59375,1
6,1,593,70,0.45,-73.6647313035997,196.8515625,25.2376607652654,231.03125,1
6,1,442,70,0.6,-50.3485725937557,161.6953125,59.5816774157811,220.2890625,1
6,1,459,60,0.3,-116.356675886582,179.2734375,28.5680448989094,241.7734375,1
6,1,633,70,0.6,-78.5083283653392,274.9765625,51.0337429681151,234.9375,1
6,1,367,80,0.3,-77.1905033708163,187.0859375,74.6429368136752,255.4453125,1
6,1,414,70,0.45,-55.5293073419239,252.515625,66.6462382811516,236.890625,1
6,1,417,80,0.3,-87.4897444475502,176.34375,63.863419298969,207.59375,1
6,1,569,80,0.6,-40.7576389749128,261.3046875,48.7549444010078,227.125,1
6,1,529,60,0.6,-22.8196866427244,172.4375,68.0342212363671,245.6796875,1
6,1,422,70,0.3,-104.506697166297,190.9921875,36.352915788611,232.0078125,1
6,1,377,70,0.3,-72.9273231148335,170.484375,74.3772254400447,196.8515625,1
6,1,455,80,0.3,-49.4229622107875,216.3828125,68.6903556330498,224.1953125,1
6,1,671,70,0.45,-24.3214869449645,222.2421875,63.8367160883754,233.9609375,1
6,1,491,70,0.3,-92.3357354403506,196.8515625,63.7748540381068,240.796875,1
6,1,431,60,0.3,-65.1549134766708,167.5546875,27.3118236822398,268.140625,1
6,1,631,70,0.6,-71.6555010402458,178.296875,34.1718843046435,239.8203125,1
6,1,425,70,0.6,-43.9962602224172,274.9765625,64.2443029930764,218.3359375,1
6,1,442,60,0.6,-63.7570373809886,245.6796875,62.1622736638482,208.5703125,1
6,1,496,60,0.6,-56.7284094660097,210.5234375,52.6448255344899,232.984375,1
6,1,353,60,0.45,-86.2665116501105,183.1796875,46.2617159994135,217.359375,1
6,1,476,70,0.6,-29.0354260310178,192.9453125,113.71281767748,227.125,1
6,1,371,70,0.45,-75.0280212239808,180.25,44.8020051166687,201.734375,1
6,1,377,70,0.45,-77.1774686997129,197.828125,51.7301922781516,229.078125,1
6,1,474,70,0.3,-76.5365677997654,184.15625,40.0265808058634,252.515625,1
6,1,570,60,0.6,-19.4383141371031,204.6640625,60.9360105027384,229.078125,1
6,1,456,70,0.6,-74.3726088117971,191.96875,83.758803265911,229.078125,1
6,1,398,80,0.3,-61.8666302682496,213.453125,91.9689891297332,200.7578125,1
6,1,529,60,0.45,-24.0098523487183,274.9765625,86.2875348118271,206.6171875,1
6,1,427,80,0.3,-59.3468459748788,206.6171875,37.3778862697824,241.7734375,1
6,1,496,60,0.6,-40.209866715543,155.8359375,43.8161217310146,158.765625,1
6,1,468,80,0.6,-95.4753133408039,198.8046875,66.4269472769292,226.1484375,1
6,1,443,60,0.45,-77.4526829058105,183.1796875,75.2188994069513,222.2421875,1
6,1,641,70,0.45,-54.8033674062185,218.3359375,26.4372967468927,201.734375,1
6,1,475,80,0.3,-97.660498581617,169.5078125,15.2652548613276,173.4140625,1
6,1,542,60,0.45,-83.2379284076297,194.8984375,93.112380161592,230.0546875,1
6,1,511,80,0.3,-98.0987123503074,192.9453125,48.9282891581521,239.8203125,1
6,1,611,80,0.6,-79.0304463837578,180.25,120.344946806595,222.2421875,1
6,1,458,60,0.6,-40.0494562758968,258.375,47.6641702986454,235.9140625,1
6,1,480,70,0.3,-56.3286174533319,197.828125,78.0645206361249,233.9609375,1
6,1,612,70,0.3,-89.5645073249101,178.296875,50.2432911178423,258.375,1
6,1,476,70,0.6,-67.6598076713179,171.4609375,112.030156441638,225.171875,1
6,1,493,60,0.3,-63.7298792357638,198.8046875,57.9349294931804,241.7734375,1
6,1,505,80,0.6,-76.8125792629232,183.1796875,39.8714352955016,215.40625,1
6,1,730,70,0.45,-23.7899423977517,164.625,91.465622072648,238.84375,1
6,1,553,70,0.45,-48.9196244084163,167.5546875,45.5062300586239,204.6640625,1
6,1,419,80,0.45,-55.5316913686187,181.2265625,103.402219761572,224.1953125,1
6,1,395,60,0.45,-67.5047763403317,193.921875,36.2244149599158,225.171875,1
6,1,486,70,0.45,-35.5863533623474,213.453125,33.1438802816817,238.84375,1
6,1,428,70,0.3,-100.047087931673,152.90625,75.8465492864044,235.9140625,1
6,1,470,60,0.6,-24.5479213519968,170.484375,97.4497925925771,239.8203125,1
6,1,492,80,0.3,-62.7519999810071,206.6171875,77.4957118610168,205.640625,1
6,1,391,60,0.3,-82.081829666429,165.6015625,75.578647302873,238.84375,1
6,1,405,70,0.45,-121.861235208029,198.8046875,92.0124390290531,216.3828125,1
6,1,556,80,0.45,-37.69040489922,274.9765625,45.2110109268285,241.7734375,1
6,1,725,80,0.45,-34.5186351342954,243.7265625,53.2000336739936,222.2421875,1
6,1,421,70,0.45,-30.1597954506795,177.3203125,63.4332426008943,228.1015625,1
6,1,525,70,0.3,-52.0261555285414,190.015625,68.791306664928,227.125,1
6,1,453,60,0.3,-0,149.9765625,0,149.9765625,0
6,1,463,70,0.45,-71.8936436284798,190.015625,76.120554959787,236.890625,1
6,1,549,70,0.3,-53.8214329596696,184.15625,30.5027708733834,236.890625,1
6,1,482,60,0.3,-88.2492371063777,195.875,67.3569090585384,227.125,1
6,1,456,80,0.3,-44.7810599474324,218.3359375,68.9034419752303,236.890625,1
6,1,435,60,0.3,-46.4368517161977,192.9453125,35.5350940983125,149.9765625,1
6,1,454,80,0.45,-52.7943392282123,220.2890625,50.3661798129041,220.2890625,1
6,1,532,60,0.6,-69.2258782305541,190.015625,85.3627668572779,201.734375,1
6,1,484,60,0.45,-31.6447718179957,229.078125,65.3088321014296,240.796875,1
6,1,701,60,0.6,-39.8176510938446,242.75,56.5679123140863,230.0546875,1
6,1,494,70,0.6,-80.0174941236835,177.3203125,68.3549725248163,219.3125,1
6,1,476,60,0.3,-42.5589243294821,192.9453125,59.6773354936779,212.4765625,1
6,1,527,60,0.45,-30.0754477918936,274.9765625,69.5253442118208,231.03125,1
6,1,403,70,0.45,-99.8592341282971,177.3203125,84.5814002724547,209.546875,1
6,1,414,70,0.45,-97.4222063365429,185.1328125,28.3339206747217,251.5390625,1
6,1,553,80,0.6,-24.6185724780616,180.25,107.668254591895,223.21875,1
6,1,349,70,0.3,-101.169422084171,187.0859375,47.9156776836913,249.5859375,1
6,1,424,70,0.3,-102.098488461194,174.390625,57.49534095326,246.65625,1
6,1,345,80,0.3,-89.8749464425256,180.25,74.2377001493755,191.96875,0
6,1,376,60,0.45,-17.5001068278934,177.3203125,36.8435773117767,200.7578125,1
6,1,503,60,0.6,-31.6485037426139,159.7421875,49.3643086008901,198.8046875,1
6,1,420,70,0.3,-48.0459043593748,205.640625,49.5554023351252,228.1015625,1
6,1,495,70,0.45,-54.6933975713142,203.6875,74.1717698822353,237.8671875,1
6,1,443,60,0.45,-29.3985672161925,180.25,66.3266904629581,206.6171875,1
6,1,489,70,0.6,-42.339757570475,274.9765625,41.6004594570706,229.078125,1
6,1,505,70,0.6,-67.881107273983,274.9765625,66.2681188421865,224.1953125,1
6,1,427,60,0.6,-63.2452940255794,244.703125,33.8177577974946,149.9765625,1
6,1,533,60,0.3,-68.2952656906882,274.9765625,77.0835727140131,179.2734375,1
6,1,456,70,0.45,-59.3722335890343,222.2421875,25.0958447351401,227.125,1
6,1,536,80,0.6,-70.0962155496573,202.7109375,93.6281861947748,243.7265625,1
6,1,466,80,0.45,-91.8054962851838,197.828125,51.6945942703566,247.6328125,1
6,1,401,70,0.3,-74.6713034986351,168.53125,37.6341312769978,266.1875,1
6,1,406,70,0.3,-66.3892758836894,172.4375,27.1484502349738,258.375,1
6,1,424,70,0.45,-42.8335391074194,191.96875,52.2416492187718,219.3125,1
6,1,434,70,0.45,-81.9510669920365,191.96875,86.0171708539246,177.3203125,1
6,1,583,80,0.3,-58.2709295881431,205.640625,32.1031956846882,223.21875,1
